day,time,sender_account,receipient_account,amount
8,15:21,acc7,acc5,30
8,15:23,acc5,acc4,27
8,15:24,acc1,acc6,34
8,15:24,acc5,acc7,69
8,15:24,acc7,acc6,66
8,15:25,acc1,acc6,44
8,15:25,acc3,acc4,56
8,15:25,acc3,acc5,48
8,15:25,acc6,acc2,40
8,15:26,acc1,acc2,35
8,15:27,acc1,acc7,34
8,15:27,acc2,acc3,32
8,15:27,acc2,acc6,33
8,15:28,acc4,acc3,38
8,15:28,acc7,acc3,43
8,15:29,acc1,acc7,39
8,15:30,acc4,acc3,44
8,15:30,acc4,acc3,32
8,15:31,acc1,acc7,48
8,15:32,acc2,acc1,25
8,15:32,acc6,acc2,40
8,15:33,acc4,acc5,70
8,15:33,acc7,acc6,74
8,15:34,acc4,acc6,46
8,15:35,acc4,acc3,62
8,15:35,acc6,acc4,48
8,15:36,acc3,acc1,55
8,15:36,acc6,acc4,65
8,15:37,acc4,acc2,44
8,15:37,acc6,acc3,28
8,15:37,acc7,acc3,64
8,15:38,acc5,acc3,29
8,15:39,acc7,acc1,60
8,15:41,acc4,acc3,69
8,15:42,acc2,acc7,41
8,15:43,acc3,acc6,58
8,15:43,acc4,acc2,74
8,15:43,acc5,acc4,42
8,15:44,acc2,acc3,57
8,15:44,acc6,acc5,29
8,15:47,acc3,acc6,68
8,15:47,acc6,acc7,66
8,15:47,acc6,acc7,48
8,15:48,acc2,acc6,69
8,15:48,acc4,acc3,43
8,15:49,acc5,acc6,35
8,15:50,acc3,acc7,29
8,15:51,acc4,acc1,53
8,15:51,acc4,acc5,69
8,15:52,acc1,acc2,26
8,15:52,acc2,acc1,31
8,15:52,acc6,acc4,58
8,15:53,acc7,acc2,74
8,15:54,acc1,acc3,72
8,15:54,acc3,acc2,67
8,15:54,acc6,acc3,63
8,15:54,acc7,acc2,66
8,15:55,acc2,acc3,42
8,15:55,acc5,acc1,40
8,15:55,acc6,acc5,74
8,15:55,acc7,acc6,51
8,15:56,acc5,acc7,62
8,15:57,acc2,acc3,39
8,15:58,acc1,acc2,55
8,15:58,acc6,acc2,29
8,15:59,acc3,acc6,44
8,16:00,acc4,acc5,44
8,16:00,acc5,acc6,64
8,16:02,acc4,acc2,50
8,16:02,acc4,acc7,52
8,16:02,acc6,acc2,51
8,16:03,acc1,acc3,31
8,16:03,acc3,acc4,73
8,16:03,acc6,acc4,62
8,16:04,acc3,acc5,65
8,16:04,acc5,acc7,50
8,16:05,acc4,acc3,29
8,16:06,acc4,acc1,27
8,16:06,acc4,acc7,58
8,16:06,acc7,acc2,63
8,16:06,acc7,acc3,41
8,16:07,acc3,acc2,33
8,16:07,acc3,acc4,56
8,16:08,acc5,acc1,72
8,16:09,acc5,acc6,38
8,16:10,acc6,acc1,67
8,16:10,acc6,acc4,43
8,16:11,acc2,acc6,40
8,16:12,acc2,acc5,41
8,16:12,acc5,acc3,63
8,16:13,acc7,acc5,30
8,16:14,acc1,acc5,52
8,16:14,acc2,acc4,64
8,16:14,acc4,acc2,52
8,16:14,acc5,acc2,49
8,16:15,acc2,acc1,74
8,16:15,acc2,acc1,52
8,16:18,acc2,acc7,52
8,16:18,acc3,acc2,72
8,16:18,acc4,acc2,54
8,16:18,acc5,acc3,67
8,16:19,acc2,acc6,64
8,16:19,acc7,acc2,50
8,16:20,acc2,acc4,34
8,16:20,acc6,acc2,35
8,16:21,acc1,acc2,26
8,16:21,acc4,acc6,38
8,16:21,acc4,acc7,35
8,16:22,acc1,acc3,63
8,16:22,acc1,acc5,46
8,16:22,acc1,acc5,52
8,16:23,acc2,acc4,43
8,16:24,acc1,acc6,35
8,16:25,acc2,acc3,28
8,16:25,acc5,acc3,62
8,16:25,acc7,acc3,36
8,16:26,acc1,acc4,35
8,16:26,acc2,acc1,51
8,16:26,acc5,acc6,42
8,16:26,acc6,acc7,71
8,16:27,acc4,acc7,46
8,16:28,acc4,acc3,45
8,16:28,acc5,acc3,40
8,16:29,acc4,acc5,56
8,16:29,acc5,acc7,46
8,16:30,acc2,acc5,33
8,16:30,acc3,acc6,69
8,16:30,acc4,acc2,74
8,16:31,acc1,acc4,67
8,16:31,acc4,acc5,50
8,16:32,acc4,acc5,53
8,16:32,acc7,acc1,55
8,16:33,acc5,acc1,59
8,16:33,acc7,acc4,72
8,16:34,acc1,acc5,68
8,16:34,acc5,acc6,71
8,16:35,acc4,acc1,58
8,16:35,acc6,acc5,36
8,16:36,acc4,acc1,25
8,16:36,acc4,acc5,26
8,16:36,acc6,acc5,25
8,16:36,acc6,acc5,50
8,16:37,acc4,acc1,41
8,16:37,acc5,acc1,70
8,16:37,acc6,acc2,25
8,16:37,acc6,acc3,70
8,16:38,acc1,acc3,60
8,16:38,acc3,acc2,31
8,16:38,acc3,acc4,72
8,16:38,acc6,acc7,28
8,16:39,acc1,acc5,53
8,16:39,acc2,acc3,27
8,16:39,acc3,acc4,57
8,16:40,acc2,acc4,54
8,16:40,acc4,acc1,64
8,16:41,acc3,acc7,63
8,16:41,acc6,acc4,64
8,16:42,acc2,acc1,64
8,16:42,acc2,acc7,43
8,16:42,acc3,acc6,60
8,16:42,acc5,acc3,43
8,16:43,acc5,acc2,51
8,16:44,acc4,acc2,45
8,16:44,acc6,acc4,26
8,16:45,acc1,acc3,47
8,16:45,acc2,acc6,28
8,16:45,acc4,acc5,58
8,16:46,acc3,acc4,52
8,16:47,acc3,acc1,25
8,16:48,acc6,acc3,45
8,16:49,acc1,acc3,39
8,16:49,acc1,acc5,26
8,16:49,acc3,acc7,32
8,16:50,acc2,acc5,72
8,16:50,acc2,acc7,56
8,16:53,acc1,acc4,63
8,16:53,acc2,acc3,65
8,16:53,acc3,acc7,73
8,16:53,acc5,acc1,28
8,16:53,acc5,acc3,41
8,16:55,acc7,acc2,57
8,16:56,acc7,acc6,51
8,16:57,acc3,acc2,61
8,16:57,acc3,acc5,27
8,16:57,acc4,acc5,52
8,16:59,acc4,acc3,57
8,16:59,acc7,acc2,69
9,08:00,acc5,acc6,45
9,08:01,acc2,acc6,44
9,08:01,acc3,acc5,67
9,08:01,acc4,acc7,73
9,08:02,acc1,acc3,39
9,08:02,acc6,acc4,68
9,08:03,acc3,acc4,40
9,08:03,acc3,acc5,39
9,08:03,acc4,acc3,52
9,08:03,acc7,acc5,68
9,08:04,acc1,acc2,74
9,08:04,acc3,acc1,53
9,08:04,acc3,acc2,40
9,08:04,acc5,acc1,43
9,08:06,acc4,acc7,49
9,08:06,acc5,acc2,25
9,08:06,acc7,acc5,60
9,08:07,acc6,acc2,68
9,08:07,acc7,acc3,44
9,08:08,acc2,acc3,26
9,08:08,acc6,acc1,73
9,08:09,acc3,acc4,63
9,08:09,acc7,acc5,73
9,08:10,acc5,acc7,72
9,08:11,acc6,acc1,41
9,08:11,acc7,acc5,71
9,08:12,acc1,acc6,68
9,08:12,acc3,acc7,69
9,08:12,acc5,acc6,26
9,08:13,acc1,acc5,65
9,08:13,acc3,acc2,28
9,08:14,acc4,acc7,47
9,08:15,acc7,acc1,56
9,08:16,acc6,acc2,68
9,08:17,acc1,acc4,30
9,08:17,acc3,acc6,55
9,08:18,acc7,acc3,61
9,08:19,acc1,acc2,61
9,08:19,acc2,acc7,61
9,08:19,acc3,acc7,50
9,08:20,acc1,acc6,59
9,08:20,acc3,acc4,57
9,08:20,acc3,acc7,33
9,08:20,acc5,acc1,35
9,08:21,acc3,acc4,66
9,08:21,acc3,acc6,74
9,08:21,acc7,acc1,45
9,08:22,acc3,acc4,35
9,08:22,acc5,acc1,64
9,08:23,acc3,acc5,57
9,08:23,acc5,acc6,68
9,08:24,acc2,acc4,60
9,08:24,acc3,acc1,26
9,08:25,acc1,acc5,48
9,08:25,acc3,acc2,32
9,08:26,acc5,acc2,50
9,08:27,acc2,acc7,72
9,08:27,acc4,acc1,45
9,08:27,acc5,acc7,63
9,08:28,acc6,acc3,34
9,08:29,acc4,acc6,40
9,08:31,acc3,acc6,59
9,08:31,acc3,acc6,52
9,08:31,acc6,acc7,65
9,08:32,acc4,acc1,37
9,08:33,acc1,acc7,41
9,08:33,acc2,acc6,52
9,08:33,acc6,acc5,74
9,08:35,acc2,acc1,54
9,08:35,acc2,acc5,61
9,08:35,acc6,acc3,50
9,08:36,acc3,acc4,69
9,08:36,acc4,acc2,57
9,08:36,acc4,acc6,50
9,08:36,acc4,acc7,73
9,08:36,acc6,acc4,71
9,08:36,acc6,acc5,46
9,08:38,acc2,acc4,66
9,08:38,acc5,acc4,28
9,08:39,acc2,acc1,48
9,08:39,acc3,acc7,34
9,08:39,acc5,acc1,58
9,08:40,acc3,acc7,60
9,08:41,acc2,acc3,60
9,08:41,acc2,acc6,72
9,08:41,acc4,acc5,50
9,08:43,acc5,acc4,50
9,08:45,acc4,acc5,30
9,08:47,acc2,acc7,39
9,08:47,acc4,acc6,72
9,08:47,acc5,acc4,71
9,08:49,acc3,acc2,66
9,08:50,acc4,acc7,33
9,08:54,acc2,acc6,36
9,08:54,acc6,acc1,32
9,08:55,acc7,acc3,37
9,08:56,acc5,acc7,63
9,08:56,acc6,acc7,32
9,08:57,acc1,acc4,26
9,08:57,acc4,acc7,61
9,08:57,acc7,acc3,36
9,08:58,acc2,acc5,42
9,08:59,acc6,acc3,68
9,09:00,acc7,acc3,40
9,09:01,acc2,acc6,33
9,09:01,acc6,acc2,48
9,09:01,acc6,acc3,65
9,09:03,acc1,acc5,35
9,09:04,acc2,acc4,26
9,09:04,acc3,acc2,38
9,09:04,acc7,acc2,53
9,09:05,acc1,acc2,61
9,09:05,acc2,acc3,25
9,09:06,acc1,acc3,39
9,09:06,acc4,acc6,55
9,09:06,acc5,acc2,28
9,09:06,acc6,acc4,72
9,09:07,acc1,acc5,73
9,09:07,acc3,acc7,26
9,09:08,acc6,acc7,33
9,09:09,acc6,acc5,54
9,09:10,acc5,acc2,45
9,09:12,acc4,acc2,33
9,09:12,acc5,acc4,57
9,09:12,acc5,acc7,43
9,09:12,acc6,acc3,46
9,09:13,acc5,acc6,63
9,09:14,acc7,acc2,25
9,09:15,acc2,acc1,60
9,09:16,acc4,acc2,58
9,09:16,acc5,acc2,44
9,09:16,acc6,acc2,64
9,09:16,acc7,acc6,67
9,09:17,acc2,acc7,44
9,09:17,acc7,acc2,63
9,09:19,acc5,acc1,49
9,09:19,acc5,acc1,69
9,09:19,acc5,acc3,66
9,09:19,acc6,acc2,50
9,09:20,acc1,acc3,65
9,09:20,acc3,acc6,48
9,09:20,acc6,acc7,50
9,09:20,acc7,acc4,62
9,09:21,acc2,acc6,56
9,09:21,acc4,acc2,29
9,09:22,acc3,acc4,30
9,09:23,acc1,acc3,60
9,09:23,acc2,acc7,59
9,09:23,acc3,acc1,39
9,09:24,acc2,acc6,38
9,09:24,acc5,acc7,40
9,09:25,acc5,acc3,69
9,09:25,acc6,acc4,37
9,09:26,acc2,acc4,41
9,09:26,acc5,acc6,56
9,09:26,acc6,acc5,41
9,09:27,acc2,acc6,60
9,09:27,acc6,acc2,39
9,09:27,acc7,acc4,65
9,09:28,acc1,acc4,53
9,09:28,acc7,acc4,46
9,09:29,acc4,acc2,44
9,09:29,acc4,acc3,52
9,09:29,acc5,acc2,37
9,09:29,acc5,acc2,37
9,09:29,acc7,acc1,38
9,09:30,acc3,acc2,48
9,09:31,acc2,acc6,54
9,09:31,acc4,acc6,32
9,09:31,acc7,acc4,59
9,09:32,acc1,acc6,26
9,09:32,acc2,acc3,71
9,09:32,acc4,acc1,55
9,09:32,acc7,acc3,51
9,09:32,acc7,acc5,43
9,09:33,acc5,acc4,49
9,09:34,acc1,acc5,71
9,09:34,acc2,acc4,69
9,09:34,acc3,acc2,62
9,09:34,acc5,acc7,69
9,09:34,acc6,acc4,56
9,09:35,acc1,acc5,64
9,09:35,acc5,acc2,34
9,09:35,acc6,acc1,27
9,09:35,acc7,acc3,42
9,09:37,acc4,acc6,38
9,09:38,acc3,acc4,43
9,09:39,acc6,acc7,52
9,09:39,acc6,acc7,70
9,09:39,acc7,acc4,74
9,09:40,acc1,acc7,29
9,09:40,acc6,acc4,62
9,09:41,acc1,acc4,50
9,09:41,acc2,acc4,70
9,09:41,acc3,acc7,34
9,09:41,acc6,acc3,38
9,09:43,acc3,acc6,65
9,09:43,acc4,acc7,41
9,09:44,acc4,acc3,61
9,09:44,acc7,acc3,56
9,09:45,acc7,acc1,50
9,09:45,acc7,acc6,28
9,09:47,acc6,acc5,68
9,09:48,acc2,acc4,73
9,09:48,acc3,acc1,26
9,09:49,acc2,acc1,32
9,09:50,acc1,acc7,67
9,09:50,acc2,acc5,29
9,09:52,acc1,acc7,70
9,09:52,acc3,acc2,45
9,09:52,acc3,acc6,67
9,09:52,acc5,acc4,56
9,09:53,acc3,acc5,60
9,09:53,acc5,acc1,38
9,09:53,acc5,acc2,36
9,09:53,acc6,acc1,35
9,09:55,acc7,acc4,39
9,09:56,acc1,acc7,64
9,09:56,acc3,acc7,44
9,09:56,acc5,acc1,63
9,09:56,acc6,acc1,70
9,09:57,acc1,acc5,73
9,09:58,acc1,acc6,62
9,09:58,acc3,acc1,38
9,09:58,acc3,acc6,50
9,09:58,acc7,acc3,75
9,09:59,acc3,acc2,74
9,09:59,acc6,acc5,49
9,10:01,acc3,acc5,42
9,10:01,acc4,acc6,46
9,10:01,acc4,acc6,64
9,10:01,acc6,acc4,64
9,10:03,acc3,acc2,52
9,10:03,acc4,acc1,67
9,10:03,acc5,acc6,42
9,10:04,acc5,acc3,45
9,10:05,acc4,acc2,25
9,10:06,acc4,acc3,34
9,10:06,acc7,acc1,47
9,10:08,acc5,acc7,29
9,10:09,acc1,acc6,33
9,10:10,acc4,acc1,41
9,10:11,acc1,acc5,70
9,10:11,acc3,acc1,69
9,10:12,acc2,acc5,54
9,10:12,acc5,acc1,26
9,10:13,acc5,acc3,63
9,10:14,acc2,acc1,67
9,10:14,acc4,acc6,39
9,10:16,acc1,acc2,40
9,10:16,acc3,acc4,41
9,10:16,acc4,acc1,52
9,10:16,acc7,acc6,75
9,10:17,acc6,acc7,57
9,10:18,acc4,acc2,36
9,10:18,acc5,acc3,61
9,10:18,acc7,acc2,26
9,10:18,acc7,acc4,57
9,10:19,acc6,acc4,42
9,10:20,acc6,acc5,40
9,10:20,acc7,acc5,71
9,10:21,acc1,acc6,30
9,10:22,acc1,acc5,39
9,10:22,acc3,acc2,65
9,10:23,acc4,acc6,64
9,10:24,acc1,acc2,75
9,10:26,acc2,acc4,69
9,10:27,acc3,acc2,41
9,10:27,acc6,acc2,26
9,10:28,acc1,acc3,67
9,10:29,acc3,acc4,27
9,10:29,acc6,acc4,25
9,10:30,acc4,acc6,55
9,10:30,acc6,acc5,67
9,10:31,acc1,acc7,63
9,10:31,acc2,acc6,63
9,10:31,acc5,acc3,41
9,10:31,acc6,acc4,63
9,10:31,acc7,acc4,57
9,10:32,acc1,acc5,75
9,10:32,acc3,acc1,67
9,10:32,acc3,acc7,55
9,10:32,acc4,acc6,65
9,10:32,acc5,acc1,51
9,10:32,acc5,acc3,65
9,10:33,acc1,acc5,36
9,10:35,acc6,acc4,47
9,10:36,acc3,acc6,37
9,10:36,acc7,acc6,26
9,10:37,acc2,acc7,71
9,10:39,acc1,acc7,72
9,10:39,acc2,acc4,70
9,10:39,acc3,acc1,40
9,10:39,acc6,acc7,37
9,10:40,acc2,acc3,50
9,10:42,acc2,acc1,60
9,10:42,acc2,acc7,74
9,10:43,acc3,acc4,66
9,10:44,acc2,acc3,47
9,10:45,acc4,acc3,64
9,10:45,acc5,acc7,68
9,10:46,acc1,acc2,54
9,10:46,acc3,acc2,56
9,10:47,acc5,acc7,30
9,10:47,acc7,acc1,29
9,10:48,acc1,acc5,33
9,10:48,acc5,acc2,47
9,10:49,acc1,acc6,65
9,10:51,acc3,acc6,40
9,10:51,acc4,acc1,71
9,10:51,acc4,acc3,28
9,10:52,acc1,acc3,49
9,10:52,acc6,acc3,49
9,10:52,acc6,acc4,51
9,10:52,acc7,acc5,66
9,10:55,acc1,acc2,73
9,10:55,acc2,acc3,56
9,10:55,acc2,acc5,59
9,10:55,acc4,acc7,58
9,10:56,acc2,acc6,73
9,10:56,acc3,acc2,33
9,10:56,acc4,acc2,41
9,10:57,acc2,acc5,58
9,10:58,acc2,acc3,28
9,10:58,acc6,acc7,67
9,10:59,acc3,acc1,38
9,11:00,acc1,acc2,31
9,11:00,acc2,acc1,35
9,11:00,acc3,acc5,68
9,11:01,acc2,acc7,44
9,11:02,acc3,acc5,50
9,11:02,acc7,acc2,49
9,11:02,acc7,acc5,40
9,11:03,acc3,acc2,42
9,11:03,acc3,acc5,43
9,11:04,acc1,acc3,58
9,11:04,acc4,acc7,57
9,11:04,acc5,acc6,28
9,11:04,acc6,acc5,42
9,11:04,acc7,acc5,60
9,11:05,acc2,acc5,74
9,11:05,acc7,acc5,44
9,11:06,acc1,acc3,60
9,11:06,acc2,acc7,64
9,11:10,acc2,acc6,61
9,11:10,acc4,acc6,42
9,11:10,acc7,acc5,40
9,11:11,acc3,acc4,40
9,11:12,acc3,acc1,69
9,11:12,acc3,acc7,69
9,11:12,acc7,acc4,70
9,11:13,acc1,acc4,59
9,11:13,acc6,acc3,29
9,11:13,acc6,acc5,66
9,11:13,acc7,acc1,52
9,11:14,acc4,acc5,62
9,11:15,acc1,acc6,55
9,11:15,acc7,acc4,31
9,11:16,acc5,acc7,30
9,11:17,acc2,acc5,71
9,11:18,acc2,acc5,54
9,11:18,acc6,acc2,56
9,11:19,acc4,acc3,44
9,11:20,acc7,acc3,68
9,11:22,acc1,acc4,35
9,11:22,acc6,acc5,70
9,11:22,acc7,acc5,33
9,11:22,acc7,acc5,68
9,11:23,acc1,acc2,33
9,11:23,acc2,acc5,63
9,11:23,acc4,acc5,54
9,11:23,acc4,acc6,48
9,11:24,acc1,acc7,64
9,11:24,acc4,acc5,74
9,11:24,acc4,acc7,29
9,11:25,acc1,acc5,43
9,11:25,acc3,acc6,27
9,11:26,acc5,acc2,64
9,11:26,acc5,acc3,60
9,11:27,acc7,acc4,29
9,11:28,acc1,acc7,46
9,11:28,acc4,acc5,49
9,11:28,acc7,acc3,58
9,11:29,acc2,acc3,57
9,11:29,acc6,acc3,69
9,11:29,acc6,acc4,36
9,11:30,acc1,acc3,36
9,11:30,acc4,acc2,48
9,11:30,acc6,acc1,49
9,11:31,acc3,acc7,60
9,11:31,acc5,acc6,27
9,11:31,acc6,acc3,44
9,11:32,acc2,acc7,72
9,11:32,acc5,acc3,38
9,11:32,acc5,acc3,29
9,11:32,acc6,acc3,27
9,11:34,acc4,acc1,60
9,11:34,acc6,acc4,33
9,11:35,acc6,acc4,33
9,11:36,acc3,acc4,40
9,11:36,acc5,acc3,33
9,11:37,acc1,acc7,49
9,11:39,acc6,acc5,56
9,11:40,acc1,acc2,63
9,11:40,acc2,acc4,25
9,11:40,acc5,acc4,27
9,11:40,acc6,acc3,42
9,11:41,acc1,acc2,46
9,11:42,acc1,acc2,37
9,11:42,acc4,acc2,44
9,11:42,acc7,acc1,73
9,11:43,acc5,acc6,43
9,11:44,acc2,acc3,56
9,11:44,acc2,acc4,65
9,11:44,acc3,acc7,48
9,11:44,acc5,acc2,30
9,11:44,acc6,acc3,35
9,11:44,acc7,acc1,56
9,11:46,acc7,acc5,48
9,11:47,acc1,acc3,44
9,11:47,acc6,acc1,50
9,11:47,acc7,acc2,27
9,11:48,acc6,acc1,36
9,11:49,acc7,acc2,45
9,11:50,acc2,acc7,40
9,11:50,acc4,acc3,71
9,11:50,acc7,acc6,70
9,11:53,acc4,acc2,64
9,11:53,acc6,acc4,31
9,11:54,acc4,acc3,56
9,11:54,acc7,acc2,38
9,11:55,acc2,acc6,28
9,11:55,acc3,acc1,68
9,11:55,acc5,acc7,49
9,11:55,acc7,acc2,39
9,11:56,acc1,acc2,33
9,11:56,acc1,acc4,26
9,11:56,acc2,acc7,38
9,11:56,acc5,acc4,39
9,11:56,acc7,acc6,58
9,11:57,acc1,acc3,25
9,11:57,acc1,acc6,38
9,11:57,acc7,acc4,56
9,11:58,acc3,acc1,57
9,11:58,acc3,acc5,41
9,11:58,acc5,acc6,74
9,11:59,acc1,acc2,35
9,11:59,acc4,acc5,72
9,11:59,acc7,acc2,28
9,12:01,acc6,acc1,72
9,12:02,acc5,acc3,63
9,12:02,acc6,acc2,69
9,12:02,acc7,acc1,45
9,12:03,acc3,acc6,66
9,12:03,acc5,acc7,49
9,12:03,acc7,acc2,49
9,12:04,acc1,acc5,48
9,12:04,acc4,acc5,53
9,12:04,acc7,acc5,74
9,12:05,acc1,acc2,64
9,12:05,acc1,acc5,32
9,12:06,acc4,acc6,67
9,12:06,acc6,acc5,68
9,12:06,acc7,acc5,48
9,12:07,acc1,acc3,36
9,12:07,acc3,acc7,63
9,12:07,acc5,acc7,64
9,12:08,acc4,acc2,49
9,12:09,acc1,acc5,51
9,12:09,acc1,acc7,61
9,12:09,acc2,acc4,66
9,12:10,acc2,acc7,26
9,12:10,acc7,acc1,71
9,12:11,acc2,acc1,38
9,12:11,acc2,acc5,38
9,12:11,acc2,acc5,53
9,12:11,acc3,acc2,37
9,12:11,acc5,acc4,42
9,12:11,acc5,acc6,26
9,12:12,acc4,acc5,53
9,12:12,acc5,acc3,60
9,12:12,acc7,acc2,38
9,12:13,acc2,acc1,62
9,12:13,acc6,acc2,33
9,12:14,acc7,acc6,56
9,12:14,acc7,acc6,36
9,12:15,acc6,acc1,64
9,12:15,acc6,acc2,28
9,12:15,acc7,acc4,54
9,12:16,acc2,acc3,51
9,12:16,acc5,acc2,68
9,12:16,acc5,acc2,26
9,12:16,acc5,acc4,54
9,12:16,acc6,acc1,27
9,12:17,acc6,acc2,37
9,12:18,acc4,acc7,43
9,12:18,acc6,acc5,35
9,12:19,acc2,acc3,67
9,12:19,acc6,acc2,75
9,12:20,acc6,acc2,67
9,12:21,acc2,acc3,49
9,12:21,acc3,acc1,27
9,12:22,acc4,acc5,60
9,12:22,acc7,acc2,58
9,12:23,acc1,acc3,67
9,12:23,acc2,acc5,48
9,12:23,acc3,acc4,70
9,12:23,acc5,acc1,73
9,12:24,acc1,acc2,55
9,12:24,acc1,acc5,74
9,12:24,acc6,acc1,43
9,12:25,acc1,acc7,73
9,12:25,acc2,acc7,44
9,12:25,acc4,acc7,72
9,12:25,acc6,acc7,49
9,12:26,acc3,acc5,56
9,12:26,acc7,acc6,55
9,12:27,acc5,acc7,34
9,12:28,acc2,acc1,29
9,12:29,acc2,acc4,31
9,12:29,acc3,acc6,55
9,12:29,acc4,acc6,37
9,12:29,acc5,acc7,69
9,12:29,acc7,acc1,37
9,12:29,acc7,acc1,74
9,12:30,acc1,acc4,41
9,12:30,acc3,acc1,34
9,12:30,acc3,acc6,70
9,12:30,acc4,acc6,54
9,12:30,acc6,acc2,53
9,12:30,acc7,acc1,64
9,12:32,acc2,acc7,51
9,12:32,acc3,acc5,75
9,12:32,acc4,acc6,25
9,12:32,acc6,acc7,46
9,12:33,acc4,acc5,33
9,12:34,acc5,acc2,30
9,12:34,acc6,acc2,61
9,12:35,acc3,acc2,59
9,12:35,acc5,acc6,36
9,12:36,acc3,acc2,37
9,12:36,acc5,acc6,43
9,12:37,acc2,acc6,74
9,12:37,acc4,acc3,26
9,12:37,acc4,acc3,54
9,12:37,acc4,acc7,69
9,12:37,acc6,acc2,41
9,12:38,acc1,acc6,55
9,12:38,acc4,acc2,67
9,12:40,acc1,acc6,74
9,12:40,acc5,acc7,34
9,12:40,acc7,acc3,31
9,12:41,acc2,acc4,44
9,12:41,acc5,acc2,67
9,12:42,acc5,acc2,27
9,12:43,acc1,acc6,31
9,12:43,acc4,acc7,46
9,12:43,acc7,acc6,46
9,12:45,acc1,acc3,34
9,12:46,acc1,acc7,71
9,12:46,acc4,acc5,67
9,12:47,acc1,acc5,51
9,12:47,acc3,acc5,29
9,12:47,acc4,acc6,68
9,12:47,acc5,acc1,38
9,12:47,acc6,acc4,67
9,12:47,acc7,acc3,56
9,12:48,acc2,acc7,31
9,12:48,acc4,acc2,53
9,12:48,acc5,acc2,31
9,12:49,acc3,acc5,32
9,12:49,acc4,acc2,61
9,12:49,acc6,acc2,53
9,12:50,acc1,acc4,50
9,12:51,acc4,acc5,40
9,12:51,acc5,acc1,67
9,12:54,acc3,acc4,49
9,12:54,acc5,acc2,28
9,12:55,acc4,acc1,66
9,12:55,acc5,acc1,72
9,12:56,acc1,acc7,57
9,12:56,acc2,acc3,54
9,12:56,acc2,acc6,32
9,12:56,acc6,acc7,57
9,12:57,acc1,acc3,47
9,12:57,acc1,acc4,68
9,12:57,acc3,acc4,66
9,12:57,acc7,acc4,28
9,12:58,acc3,acc1,26
9,12:59,acc2,acc7,63
9,13:00,acc1,acc3,36
9,13:00,acc2,acc6,69
9,13:00,acc3,acc1,58
9,13:01,acc1,acc4,51
9,13:01,acc3,acc1,47
9,13:01,acc3,acc7,37
9,13:01,acc4,acc5,72
9,13:02,acc5,acc6,72
9,13:02,acc7,acc6,36
9,13:03,acc4,acc2,45
9,13:04,acc5,acc4,68
9,13:04,acc6,acc1,55
9,13:05,acc7,acc2,48
9,13:06,acc2,acc4,56
9,13:06,acc4,acc7,72
9,13:07,acc5,acc3,69
9,13:08,acc5,acc4,49
9,13:10,acc5,acc2,28
9,13:11,acc4,acc6,72
9,13:11,acc5,acc4,27
9,13:12,acc6,acc5,36
9,13:12,acc6,acc5,66
9,13:13,acc1,acc6,68
9,13:13,acc3,acc5,31
9,13:13,acc5,acc6,26
9,13:13,acc6,acc7,74
9,13:14,acc1,acc5,53
9,13:14,acc4,acc1,44
9,13:14,acc4,acc5,32
9,13:14,acc4,acc5,41
9,13:15,acc3,acc2,72
9,13:15,acc6,acc7,46
9,13:17,acc1,acc2,33
9,13:18,acc3,acc5,72
9,13:18,acc6,acc2,30
9,13:20,acc1,acc3,49
9,13:20,acc4,acc1,70
9,13:20,acc4,acc7,28
9,13:20,acc6,acc7,35
9,13:21,acc7,acc6,44
9,13:22,acc6,acc5,33
9,13:22,acc7,acc5,51
9,13:23,acc1,acc4,65
9,13:23,acc2,acc6,30
9,13:23,acc4,acc1,35
9,13:24,acc4,acc2,30
9,13:25,acc4,acc5,28
9,13:25,acc7,acc3,60
9,13:26,acc2,acc7,49
9,13:26,acc3,acc5,41
9,13:26,acc5,acc1,31
9,13:26,acc7,acc4,28
9,13:27,acc4,acc1,27
9,13:28,acc5,acc7,49
9,13:29,acc2,acc6,31
9,13:29,acc6,acc1,28
9,13:30,acc5,acc4,62
9,13:31,acc1,acc2,66
9,13:32,acc5,acc6,74
9,13:32,acc7,acc4,40
9,13:33,acc2,acc5,34
9,13:36,acc2,acc7,66
9,13:36,acc3,acc6,65
9,13:36,acc7,acc3,63
9,13:37,acc1,acc6,36
9,13:37,acc2,acc5,37
9,13:37,acc4,acc6,72
9,13:37,acc5,acc4,70
9,13:37,acc6,acc1,39
9,13:37,acc6,acc5,73
9,13:38,acc1,acc5,62
9,13:38,acc4,acc3,55
9,13:39,acc5,acc3,37
9,13:39,acc5,acc4,31
9,13:40,acc5,acc6,33
9,13:40,acc6,acc2,72
9,13:41,acc2,acc3,40
9,13:42,acc5,acc1,33
9,13:42,acc5,acc7,34
9,13:43,acc2,acc1,56
9,13:43,acc6,acc3,60
9,13:43,acc7,acc5,49
9,13:44,acc1,acc7,66
9,13:44,acc5,acc4,65
9,13:44,acc6,acc3,35
9,13:44,acc6,acc4,30
9,13:45,acc6,acc2,38
9,13:46,acc1,acc7,61
9,13:46,acc2,acc1,69
9,13:47,acc3,acc7,49
9,13:47,acc4,acc5,50
9,13:47,acc6,acc2,31
9,13:48,acc3,acc2,60
9,13:48,acc7,acc5,71
9,13:50,acc3,acc2,30
9,13:50,acc3,acc4,55
